gene_id,NC1_count,NC2_count,NC3_count,NC4_count,PD1_count,PD2_count,PD3_count,PD4_count
ENSG00000126858,277,134,30,307,287,247,243,277
ENSG00000126860,35,0,0,24,175,58,106,54
ENSG00000126861,5,56,64,11,5,8,31,1
ENSG00000126870,377,112,222,396,208,327,334,889
ENSG00000126878,5551,258,247,2731,27,166,61,210
ENSG00000126882,60,286,257,55,122,63,193,88
ENSG00000126883,1307,521,316,851,280,497,457,641
ENSG00000126890,0,62,15,6,1,2,0,1
ENSG00000126895,180,73,153,65,8,12,38,0
ENSG00000126903,129,62,138,105,67,63,89,99
ENSG00000126934,282,190,173,290,262,272,332,419
ENSG00000126945,397,95,128,310,264,435,307,200
ENSG00000126947,161,50,35,160,67,128,19,80
ENSG00000126950,2,22,54,48,6,3,1,0
ENSG00000126952,0,0,0,1,4,0,0,14
ENSG00000126953,30,50,99,35,32,15,5,22
ENSG00000126970,106,207,430,64,45,38,41,56
ENSG00000127022,3901,129,128,2966,7488,7024,4403,5052
ENSG00000127054,367,303,622,739,307,434,460,741
ENSG00000127074,2,190,123,6,3,18,26,1
ENSG00000127080,98,263,430,113,57,108,109,62
ENSG00000127081,176,62,20,135,118,238,125,273
ENSG00000127083,12,17,10,54,6,4,1,0
ENSG00000127084,281,106,341,139,130,52,171,101
ENSG00000127124,145,1468,2044,199,153,170,301,176
ENSG00000127125,169,45,49,101,139,95,116,82
ENSG00000127129,10,0,5,19,13,4,0,317
ENSG00000127152,78,487,439,120,181,60,167,132
ENSG00000127184,516,45,15,471,764,673,364,369
ENSG00000127191,75,101,44,72,119,94,97,137
ENSG00000127220,78,45,143,91,40,48,57,91
ENSG00000127241,60,672,716,121,423,233,343,241
ENSG00000127249,25,56,84,40,3,3,19,10
ENSG00000127252,5,50,74,2,16,0,15,1
ENSG00000127311,66,11,64,61,140,91,128,183
ENSG00000127314,582,73,49,338,480,659,557,387
ENSG00000127318,0,11,10,2,2,0,4,0
ENSG00000127324,255,0,30,252,0,3,165,1
ENSG00000127325,11,303,316,44,21,10,27,15
ENSG00000127328,902,364,291,1007,215,255,137,747
ENSG00000127329,2123,179,306,1008,1519,3428,620,424
ENSG00000127334,340,510,578,310,599,425,345,745
ENSG00000127337,20,0,10,20,45,38,19,25
ENSG00000127362,36,101,79,53,16,36,26,53
ENSG00000127364,17,39,5,10,7,5,18,20
ENSG00000127366,11,34,40,17,9,5,22,31
ENSG00000127377,14,101,128,10,7,3,38,1
ENSG00000127399,85,151,286,42,98,33,116,105
ENSG00000127412,12,275,326,23,15,33,14,1
ENSG00000127415,59,94,212,79,72,54,112,112
ENSG00000127418,168,151,267,250,246,151,248,502
ENSG00000127419,131,134,168,165,74,68,149,113
ENSG00000127423,4,62,20,6,13,11,13,9
ENSG00000127445,171,218,173,168,190,178,243,181
ENSG00000127452,72,62,59,67,68,71,91,94
ENSG00000127463,407,314,435,495,534,595,924,462
ENSG00000127472,4,78,99,13,4,2,14,0
ENSG00000127481,3769,655,687,3147,1897,2573,3200,3293
ENSG00000127483,1367,106,123,1517,951,1270,945,1713
ENSG00000127507,48,207,262,63,73,177,289,121
ENSG00000127511,322,207,316,606,250,444,518,966
ENSG00000127515,6,28,40,2,3,2,3,1
ENSG00000127526,484,95,217,349,551,307,549,871
ENSG00000127527,189,218,523,221,89,147,218,333
ENSG00000127528,201,95,15,262,72,172,93,58
ENSG00000127529,1,50,20,8,6,4,18,1
ENSG00000127530,5,6,84,1,1,3,4,0
ENSG00000127533,39,84,79,7,25,428,59,37
ENSG00000127540,311,39,44,219,281,196,179,136
ENSG00000127554,72,168,193,76,91,65,101,86
ENSG00000127561,24,134,188,15,14,1,40,8
ENSG00000127564,1,62,217,5,8,2,52,30
ENSG00000127578,33,342,207,67,10,23,69,82
ENSG00000127580,103,78,109,84,30,60,78,80
ENSG00000127585,30,56,183,84,41,64,179,233
ENSG00000127586,93,224,316,102,33,52,97,121
ENSG00000127588,1,22,40,1,3,1,4,1
ENSG00000127603,8791,818,1062,7913,5852,8811,6761,7951
ENSG00000127616,731,258,272,930,389,473,730,843
ENSG00000127663,185,190,296,381,256,234,483,2401
ENSG00000127666,66,263,128,66,91,59,129,276
ENSG00000127720,84,50,54,96,94,84,31,90
ENSG00000127743,0,22,20,8,3,5,6,0
ENSG00000127774,21,0,15,8,42,44,36,18
ENSG00000127780,2,73,40,17,2,7,4,2
ENSG00000127804,239,134,171,189,106,189,281,212
ENSG00000127824,106,235,281,111,86,111,286,63
ENSG00000127831,19,112,99,69,7,95,29,10
ENSG00000127837,413,123,114,389,378,380,461,365
ENSG00000127838,327,78,247,201,125,113,245,218
ENSG00000127863,337,275,188,206,213,187,38,229
ENSG00000127870,231,218,232,176,243,243,174,109
ENSG00000127884,487,17,20,384,220,374,337,257
ENSG00000127903,24,101,109,33,55,21,34,26
ENSG00000127914,3269,134,49,3066,2023,1839,1657,2808
ENSG00000127920,293,84,54,207,336,615,303,235
ENSG00000127922,128,39,119,101,119,111,138,100
ENSG00000127928,0,11,35,7,4,13,8,16
ENSG00000127946,1057,129,59,1068,279,577,300,266
ENSG00000127947,284,11,20,320,469,723,494,333
ENSG00000127948,439,118,178,388,195,239,424,232
ENSG00000127951,1100,78,35,705,844,471,702,345
ENSG00000127952,55,6,5,51,44,21,49,26
ENSG00000127954,78,39,40,40,105,491,65,63
ENSG00000127955,782,56,44,585,301,388,149,89
ENSG00000127980,407,84,69,314,253,251,269,335
ENSG00000127989,145,235,193,124,98,100,78,130
ENSG00000127990,115,11,35,157,170,165,19,11
ENSG00000127993,99,90,79,73,69,92,102,96
ENSG00000127995,315,45,35,249,311,332,218,141
ENSG00000128000,564,190,188,543,473,438,365,1166
ENSG00000128011,17,90,193,30,25,26,48,13
ENSG00000128016,625,101,173,543,423,1399,892,769
ENSG00000128039,63,129,89,34,147,87,138,107
ENSG00000128040,3,28,0,0,3,3,0,10
ENSG00000128045,109,162,84,127,5,5,26,1
ENSG00000128050,335,50,44,253,522,307,559,267
ENSG00000128052,730,202,163,267,2112,4129,1228,481
ENSG00000128059,150,78,44,40,95,122,103,111
ENSG00000128159,474,235,400,850,360,410,647,1429
ENSG00000128165,14,303,242,34,21,35,49,256
ENSG00000128185,146,22,44,136,100,168,124,94
ENSG00000128191,324,387,657,391,251,221,305,324
ENSG00000128203,73,269,296,51,23,8,183,19
ENSG00000128218,0,0,10,0,18,1,4,0
ENSG00000128228,23,22,0,50,69,54,137,26
ENSG00000128242,79,123,143,66,189,339,492,896
ENSG00000128245,401,34,104,365,728,802,696,295
ENSG00000128250,0,11,119,11,6,14,9,1
ENSG00000128253,11,196,178,18,4,5,6,7
ENSG00000128254,5,11,40,11,1,3,4,2
ENSG00000128266,63,174,375,68,17,37,55,59
ENSG00000128268,69,207,375,36,170,149,312,542
ENSG00000128271,134,123,126,44,79,65,73,31
ENSG00000128272,662,45,168,455,811,801,640,558
ENSG00000128274,121,73,109,122,183,160,292,257
ENSG00000128276,1,34,54,8,2,4,13,0
ENSG00000128283,83,162,178,142,60,116,177,129
ENSG00000128284,341,190,277,175,384,319,192,160
ENSG00000128285,12,123,202,15,17,60,103,173
ENSG00000128294,246,11,123,154,177,156,382,125
ENSG00000128298,9,8,0,9,18,14,84,75
ENSG00000128309,108,62,138,217,126,158,203,169
ENSG00000128310,2,0,15,4,0,8,0,0
ENSG00000128311,75,56,119,81,20,72,107,43
ENSG00000128313,8,0,49,1,3,7,1,2
ENSG00000128322,1,11,0,5,0,0,0,0
ENSG00000128335,270,207,331,230,643,212,511,993
ENSG00000128340,40,45,59,14,126,82,218,63
ENSG00000128342,20,336,430,25,320,272,909,265
ENSG00000128346,1,50,54,11,4,7,5,7
ENSG00000128383,1,78,20,4,3,23,3,1
ENSG00000128394,33,28,10,21,16,23,26,49
ENSG00000128408,5,0,35,0,0,12,0,0
ENSG00000128422,16,235,252,12,6,10,38,3
ENSG00000128463,236,50,128,165,212,199,153,145
ENSG00000128482,38,189,211,75,11,15,21,14
ENSG00000128487,357,308,395,454,197,317,421,244
ENSG00000128510,5,34,99,12,33,17,20,18
ENSG00000128512,789,179,153,472,927,1080,1080,868
ENSG00000128513,117,145,44,145,216,103,92,157
ENSG00000128519,3,67,10,0,1,6,4,1
ENSG00000128524,253,6,40,119,148,160,195,100
ENSG00000128534,191,118,74,179,193,100,181,170
ENSG00000128536,48,241,212,38,62,119,69,177
ENSG00000128563,176,184,158,212,245,227,244,380
ENSG00000128564,5,39,89,6,0,12,3,1
ENSG00000128567,1376,331,405,688,893,3140,949,894
ENSG00000128573,163,168,188,147,200,12,42,135
ENSG00000128578,17,73,10,13,8,20,56,104
ENSG00000128581,88,39,35,80,69,98,61,37
ENSG00000128585,1999,241,179,1221,1106,1085,858,969
ENSG00000128590,192,34,79,129,633,363,349,147
ENSG00000128591,36,157,405,1002,33,43,75,22
ENSG00000128594,78,303,267,18,29,55,49,13
ENSG00000128595,628,112,84,553,1067,657,1198,476
ENSG00000128596,24,78,237,23,14,18,32,17
ENSG00000128602,263,67,94,297,197,141,169,408
ENSG00000128604,207,252,281,72,105,60,166,128
ENSG00000128606,14,6,64,72,42,82,5,34
ENSG00000128607,523,168,207,380,1103,557,541,609
ENSG00000128609,542,69,74,366,366,238,187,221
ENSG00000128610,2,129,89,11,9,5,27,3
ENSG00000128617,2,6,89,0,2,7,3,0
ENSG00000128626,78,34,25,96,98,78,102,84
ENSG00000128641,1054,84,212,394,909,1810,1002,420
ENSG00000128645,35,78,133,13,15,16,6,24
ENSG00000128652,492,376,678,528,86,176,157,190
ENSG00000128654,94,22,10,72,67,69,70,52
ENSG00000128655,59,504,449,54,80,41,258,481
ENSG00000128656,60,134,54,50,52,73,87,26
ENSG00000128683,103,235,178,309,96,35,94,141
ENSG00000128694,53,6,94,63,52,30,42,71
ENSG00000128699,178,179,20,185,243,209,268,245
ENSG00000128708,186,202,114,128,176,188,190,107
ENSG00000128709,251,101,237,271,230,85,154,69
ENSG00000128710,333,95,64,320,215,75,139,109
ENSG00000128713,90,95,114,104,78,39,125,100
ENSG00000128714,4,129,148,25,6,10,19,4
ENSG00000128731,1620,258,420,1576,584,1168,1063,1060
ENSG00000128739,300,34,14,278,81,73,61,96
ENSG00000128789,142,73,20,116,115,162,125,101
ENSG00000128791,829,22,44,485,396,323,320,178
ENSG00000128802,2,213,202,10,12,3,14,1
ENSG00000128805,31,443,563,69,106,76,174,196
ENSG00000128815,86,370,558,86,422,187,744,353
ENSG00000128829,519,235,420,457,499,475,440,423
ENSG00000128833,583,67,128,477,111,166,198,418
ENSG00000128849,3466,242,443,2800,768,924,932,1819
ENSG00000128872,223,252,346,272,314,1286,425,263
ENSG00000128881,425,290,425,404,316,418,253,421
ENSG00000128886,12,56,10,11,4,4,3,18
ENSG00000128891,147,297,227,123,100,112,148,170
ENSG00000128908,444,230,326,326,251,366,340,430
ENSG00000128915,469,112,188,436,335,364,231,493
ENSG00000128917,297,140,198,152,524,1563,669,192
ENSG00000128918,349,437,306,188,106,47,157,15
ENSG00000128923,1324,174,143,846,795,519,548,790
ENSG00000128928,536,112,94,430,237,301,449,534
ENSG00000128944,25,0,59,17,29,16,29,55
ENSG00000128951,298,90,49,237,246,215,190,240
ENSG00000128965,20,90,158,9,8,11,37,1
ENSG00000128973,109,196,232,120,119,94,235,217
ENSG00000128989,1032,134,79,849,952,1193,832,711
ENSG00000129003,4307,50,79,2806,2868,2346,2387,2752
ENSG00000129007,63,168,227,61,116,126,102,117
ENSG00000129009,146,101,109,250,35,67,114,7
ENSG00000129028,26,118,143,34,13,26,26,17
ENSG00000129038,78,258,568,92,22,46,180,97
ENSG00000129048,35,45,35,8,20,17,4,9
ENSG00000129055,269,118,104,168,122,125,135,48
ENSG00000129071,303,78,59,206,251,157,195,244
ENSG00000129083,847,6,15,655,1005,943,733,598
ENSG00000129084,299,28,49,235,469,385,365,209
ENSG00000129103,696,67,44,609,395,409,512,602
ENSG00000129116,869,235,326,2337,346,594,590,382
ENSG00000129128,1013,241,316,842,1768,1151,1195,630
ENSG00000129151,12,34,15,26,115,454,222,158
ENSG00000129152,2,73,143,10,3,0,10,0
ENSG00000129158,61,28,5,103,89,99,82,130
ENSG00000129159,67,549,1047,76,35,35,74,5
ENSG00000129167,19,140,148,23,21,6,14,53
ENSG00000129170,2,11,5,4,1,0,0,0
ENSG00000129173,0,174,178,9,18,8,39,46
ENSG00000129187,268,179,193,175,253,307,368,156
ENSG00000129194,17,78,69,22,1,2,8,11
ENSG00000129195,5,28,128,4,11,7,24,24
ENSG00000129197,201,399,135,265,158,160,227,316
ENSG00000129204,34,286,390,30,21,18,26,7
ENSG00000129214,3,17,15,2,0,0,3,1
ENSG00000129219,109,11,54,98,115,149,157,263
ENSG00000129221,6,179,123,24,6,13,20,7
ENSG00000129226,56,34,82,53,908,372,1189,499
ENSG00000129235,63,280,316,63,84,77,110,53
ENSG00000129244,41,39,79,62,15,76,34,11
ENSG00000129245,226,190,119,199,118,198,266,116
ENSG00000129250,884,84,158,1094,372,541,506,325
ENSG00000129255,217,50,89,140,146,164,225,149
ENSG00000129270,45,39,104,31,7,69,23,11
ENSG00000129277,11,146,123,23,42,173,64,38
ENSG00000129282,33,62,153,41,32,16,60,53
ENSG00000129292,628,291,247,525,581,627,613,485
ENSG00000129295,111,22,20,98,62,29,34,59
ENSG00000129315,603,230,188,368,435,603,363,452
ENSG00000129317,200,45,30,147,258,183,125,342
ENSG00000129347,123,73,109,185,117,80,129,219
ENSG00000129351,1106,403,627,1146,850,956,1015,1953
ENSG00000129353,1452,101,104,1051,427,759,313,356
ENSG00000129354,231,22,64,179,6,7,11,13
ENSG00000129355,17,50,30,29,18,29,36,23
ENSG00000129422,1170,291,311,813,363,524,995,265
ENSG00000129437,0,22,10,0,1,4,0,1
ENSG00000129450,12,34,79,1,23,25,68,32
ENSG00000129451,3,73,104,7,1,7,34,1
ENSG00000129455,2,17,15,1,1,0,0,0
ENSG00000129460,133,146,232,105,120,147,134,78
ENSG00000129465,75,123,296,38,40,33,36,26
ENSG00000129467,219,314,597,251,113,361,183,57
ENSG00000129472,159,34,10,160,152,138,46,140
ENSG00000129473,338,241,242,402,189,240,228,245
ENSG00000129474,374,129,163,407,217,207,392,500
ENSG00000129480,72,106,32,105,70,54,87,47
ENSG00000129484,91,17,30,89,43,68,64,64
ENSG00000129493,469,28,25,383,279,355,331,222
ENSG00000129514,15,235,326,6,9,18,24,2
ENSG00000129515,420,34,15,230,432,325,374,215
ENSG00000129518,177,0,0,99,130,130,100,61
ENSG00000129521,233,269,202,151,3879,3287,2045,4181
ENSG00000129534,182,67,59,184,248,214,250,202
ENSG00000129535,29,118,207,24,10,7,43,9
ENSG00000129538,515,140,64,311,361,1024,313,69
ENSG00000129559,230,45,15,158,149,187,186,55
ENSG00000129562,366,0,40,216,342,380,283,111
ENSG00000129566,438,78,64,378,429,406,758,531
ENSG00000129595,389,45,120,310,536,703,245,1428
ENSG00000129596,26,319,341,38,23,22,23,20
ENSG00000129625,1124,106,15,707,585,623,562,532
ENSG00000129636,729,118,44,518,573,431,594,306
ENSG00000129646,71,112,119,132,12,20,46,56
ENSG00000129654,64,134,321,55,2,5,38,8
ENSG00000129657,990,140,291,558,945,1406,1250,526
ENSG00000129667,115,174,242,95,285,141,409,219
ENSG00000129673,0,22,35,1,1,8,4,3
ENSG00000129675,222,90,237,209,384,411,415,549
ENSG00000129680,62,84,119,123,105,149,86,285
ENSG00000129682,41,34,79,73,18,52,32,11
ENSG00000129691,241,73,109,149,119,147,198,134
ENSG00000129696,38,11,74,55,38,30,55,24
ENSG00000129744,2,28,54,6,1,6,6,0
ENSG00000129749,13,162,148,36,8,1,23,22
ENSG00000129757,272,168,59,170,50,602,49,55
ENSG00000129810,9,123,64,9,13,12,17,21
ENSG00000129824,314,0,0,330,933,0,346,164
ENSG00000129864,0,0,0,0,0,0,0,1
ENSG00000129873,0,34,0,0,1,0,1,0
ENSG00000129910,11,73,133,26,3,2,24,1
ENSG00000129911,29,140,128,37,43,73,111,62
ENSG00000129925,373,73,104,513,201,192,389,170
ENSG00000129932,48,62,148,84,47,53,83,113
ENSG00000129933,426,252,632,637,305,326,415,922
ENSG00000129946,60,185,341,122,31,145,57,73
ENSG00000129951,10,118,35,3,2,2,15,1
ENSG00000129965,0,45,35,3,5,2,6,0
ENSG00000129968,298,555,830,364,454,516,472,457
ENSG00000129988,2,28,20,8,6,1,69,18
ENSG00000129990,8,151,183,22,3,17,46,4
ENSG00000129991,2,11,89,11,4,0,1,3
ENSG00000129993,11,157,267,30,16,11,42,13
ENSG00000130005,41,22,35,38,570,69,69,218
ENSG00000130021,41,129,217,45,62,62,24,47
ENSG00000130023,183,67,84,196,78,142,55,123
ENSG00000130024,450,67,49,426,245,446,308,298
ENSG00000130032,18,196,395,18,14,50,47,5
ENSG00000130035,7,38,26,2,2,1,19,8
ENSG00000130037,18,129,430,54,23,20,19,7
ENSG00000130038,41,521,632,111,91,77,144,113
ENSG00000130045,10,67,74,10,21,26,42,71
ENSG00000130052,389,50,430,606,158,314,198,342
ENSG00000130054,39,146,439,20,13,21,10,5
ENSG00000130055,0,6,74,9,0,5,4,0
ENSG00000130066,1314,17,55,1015,2407,1659,3077,1370
ENSG00000130119,142,11,10,108,155,83,134,194
ENSG00000130147,823,319,326,604,323,622,301,184
ENSG00000130150,176,112,64,90,129,145,144,90
ENSG00000130158,440,375,499,593,307,1060,720,732
ENSG00000130159,131,11,10,81,118,82,82,141
ENSG00000130164,150,78,207,121,78,382,117,22
ENSG00000130165,63,185,207,69,70,87,94,51
ENSG00000130167,0,0,0,0,0,1,6,0
ENSG00000130173,0,0,10,0,0,0,0,3
ENSG00000130175,368,45,217,481,624,486,715,1439
ENSG00000130176,37,78,44,1329,21,36,46,42
ENSG00000130177,380,28,30,327,294,298,167,331
ENSG00000130182,5,11,10,15,3,7,31,0
ENSG00000130193,186,162,439,153,204,215,151,173
ENSG00000130201,147,0,49,55,121,217,93,74
ENSG00000130202,497,123,94,338,266,293,417,266
ENSG00000130203,120,39,20,232,3678,2167,12923,3423
ENSG00000130204,97,129,148,211,137,146,301,208
ENSG00000130208,0,0,0,0,191,77,695,101
ENSG00000130222,26,11,104,36,21,33,27,25
ENSG00000130224,49,28,40,44,13,38,71,9
ENSG00000130226,39,392,474,44,48,36,60,5
ENSG00000130227,444,146,173,456,321,408,366,276
ENSG00000130234,13,6,10,70,16,96,11,303
ENSG00000130244,115,39,79,114,89,92,124,167
ENSG00000130254,462,129,207,652,246,365,331,606
ENSG00000130255,592,62,114,323,1291,1431,734,645
ENSG00000130270,5,62,123,23,58,6,49,61
ENSG00000130283,0,106,0,5,2,3,13,0
ENSG00000130287,23,101,198,34,11,17,26,3
ENSG00000130294,32,583,701,59,13,20,162,8
ENSG00000130299,83,45,123,130,74,60,74,188
ENSG00000130300,1036,62,99,528,1475,3435,1310,671
ENSG00000130303,193,28,20,107,508,336,398,418
ENSG00000130304,166,207,291,285,154,167,255,409
ENSG00000130305,72,39,143,76,67,58,80,78
ENSG00000130307,119,78,49,79,37,111,50,47
ENSG00000130309,259,73,193,325,847,665,1323,882
ENSG00000130311,117,129,109,126,61,73,144,139
ENSG00000130312,66,17,0,65,79,54,61,43
ENSG00000130313,111,22,54,138,166,230,174,239
ENSG00000130332,69,22,10,67,81,75,103,63
ENSG00000130338,622,347,439,523,401,442,490,417
ENSG00000130340,438,252,222,386,258,438,309,155
ENSG00000130347,106,34,74,58,13,28,31,22
ENSG00000130348,155,78,104,192,105,111,120,106
ENSG00000130349,52,17,15,51,30,31,18,16
ENSG00000130363,257,95,74,177,149,192,162,280
ENSG00000130368,0,6,40,3,0,3,5,1
ENSG00000130377,1,34,35,2,0,0,4,8
ENSG00000130382,41,0,0,83,41,30,54,60
ENSG00000130383,7,101,109,8,2,6,26,5
ENSG00000130385,5,34,89,8,7,6,6,1
ENSG00000130396,2280,380,457,1835,919,1393,1041,1702
ENSG00000130402,2075,235,267,2453,1398,1742,1466,2346
ENSG00000130413,250,151,232,150,14,56,59,249
ENSG00000130414,734,359,360,726,345,507,383,437
ENSG00000130427,0,28,5,0,0,100,88,130
ENSG00000130429,444,0,99,188,484,545,813,477
ENSG00000130433,2,45,94,3,6,7,19,0
ENSG00000130449,255,90,168,142,260,309,297,238
ENSG00000130475,7,50,44,22,25,16,87,68
ENSG00000130477,16,286,222,37,11,16,93,38
ENSG00000130479,74,134,193,119,104,136,213,198
ENSG00000130487,1,146,242,17,12,3,38,9
ENSG00000130489,34,11,59,23,66,73,206,101
ENSG00000130508,330,527,775,294,387,719,1404,256
ENSG00000130511,152,90,89,126,161,253,179,207
ENSG00000130513,509,50,40,623,416,223,269,761
ENSG00000130517,445,140,202,400,391,403,329,1064
ENSG00000130518,128,525,830,119,14,53,82,63
ENSG00000130520,237,157,193,119,104,156,166,135
ENSG00000130522,686,45,64,783,362,1204,406,613
ENSG00000130528,32,90,158,54,8,84,56,5
ENSG00000130529,207,73,114,421,59,90,98,117
ENSG00000130538,0,11,44,0,0,0,5,0
ENSG00000130540,3,56,0,0,1,0,27,36
ENSG00000130544,186,39,40,145,132,149,111,215
ENSG00000130545,90,84,25,76,64,61,49,188
ENSG00000130558,367,325,286,81,19,104,97,0
ENSG00000130559,212,280,464,331,233,423,175,321
ENSG00000130560,153,28,54,191,132,207,111,144
ENSG00000130561,23,331,346,55,13,29,64,14
ENSG00000130584,198,174,375,147,69,234,165,102
ENSG00000130589,313,303,775,304,455,466,987,998
ENSG00000130590,45,84,133,30,26,18,40,71
ENSG00000130592,38,101,370,57,163,118,272,105
ENSG00000130595,2,50,79,12,4,11,8,0
ENSG00000130598,7,0,44,1,4,0,11,1
ENSG00000130635,232,207,504,462,234,586,1051,101
ENSG00000130638,592,62,143,421,227,360,317,215
ENSG00000130640,457,190,168,551,231,368,345,391
ENSG00000130643,0,45,84,9,0,3,8,1
ENSG00000130649,42,543,1146,73,32,44,47,28
ENSG00000130653,69,381,711,198,33,49,117,150
ENSG00000130656,0,0,20,0,0,3,0,0
ENSG00000130669,154,45,286,252,91,56,128,330
ENSG00000130675,12,230,281,28,12,13,50,17
ENSG00000130684,237,297,222,287,449,221,254,654
ENSG00000130695,80,185,84,116,79,52,92,105
ENSG00000130699,81,213,380,149,85,111,112,182
ENSG00000130700,13,146,123,17,7,7,1,1
ENSG00000130701,19,112,148,17,4,3,15,5
ENSG00000130702,1280,202,430,3201,1165,1263,1289,3203
ENSG00000130703,377,34,25,425,187,212,222,256
ENSG00000130706,182,73,30,170,233,192,300,171
ENSG00000130707,129,28,148,163,273,344,285,121
ENSG00000130711,2,67,74,7,4,3,20,0
ENSG00000130713,131,39,168,145,132,149,63,110
ENSG00000130714,266,101,148,271,126,139,171,197
ENSG00000130717,105,17,94,137,56,132,54,107
ENSG00000130720,23,140,252,14,5,10,38,5
ENSG00000130723,1778,527,963,2223,902,1799,1356,1817
ENSG00000130724,190,11,44,188,194,247,165,217
ENSG00000130725,103,39,94,97,125,162,135,100
ENSG00000130726,765,123,178,844,521,680,775,946
ENSG00000130731,79,151,163,67,164,271,190,260
ENSG00000130733,249,56,30,183,234,160,199,201
ENSG00000130734,83,34,84,128,60,72,114,107
ENSG00000130741,668,17,5,568,953,1157,559,674
ENSG00000130748,42,0,10,55,86,71,34,64
ENSG00000130749,220,235,415,374,148,163,199,388
ENSG00000130751,7,17,15,8,2,5,19,1
ENSG00000130755,42,0,0,31,134,184,162,40
ENSG00000130758,92,101,242,110,43,54,87,137
ENSG00000130762,240,146,405,263,218,98,84,192
ENSG00000130764,359,22,64,293,238,278,312,296
ENSG00000130766,117,101,173,91,130,143,161,161
ENSG00000130768,13,39,0,12,71,12,24,6
ENSG00000130770,282,73,74,221,137,192,119,202
ENSG00000130772,51,11,49,78,39,43,80,73
ENSG00000130775,72,140,400,88,389,169,820,158
ENSG00000130779,776,347,158,893,541,596,1040,907
ENSG00000130783,7,22,69,11,3,6,28,11
ENSG00000130787,1091,426,558,1338,183,340,300,1362
ENSG00000130803,170,146,153,179,209,144,193,269
ENSG00000130810,88,45,10,123,95,76,132,182
ENSG00000130811,416,90,138,417,389,479,451,276
ENSG00000130812,7,39,40,14,11,12,18,19
ENSG00000130813,209,84,109,236,171,149,169,265
ENSG00000130816,289,45,183,283,300,337,474,311
ENSG00000130818,152,17,5,87,124,82,64,128
ENSG00000130821,237,97,344,364,249,342,696,5441
ENSG00000130822,11,6,311,18,16,129,114,5813
ENSG00000130826,130,73,137,136,117,75,106,98
ENSG00000130827,91,39,242,168,186,164,303,519
ENSG00000130829,785,95,99,1396,10,10,15,1
ENSG00000130830,180,151,183,173,185,177,289,213
ENSG00000130844,352,185,183,162,262,438,917,187
ENSG00000130856,386,95,247,303,94,226,213,337
ENSG00000130876,11,50,79,3,4,7,19,4
ENSG00000130881,141,177,494,280,133,141,299,148
ENSG00000130921,105,280,360,144,86,64,148,133
ENSG00000130935,193,67,25,167,181,173,137,120
ENSG00000130939,198,162,99,236,166,159,116,331
ENSG00000130940,326,431,800,632,43,77,119,40
ENSG00000130943,33,319,533,53,3,24,59,3
ENSG00000130948,1,0,5,3,1,0,0,23
ENSG00000130950,8,258,612,15,5,6,22,9
ENSG00000130956,162,45,153,163,51,89,74,75
ENSG00000130957,0,0,5,0,0,1,6,0
ENSG00000130958,82,19,75,92,67,94,92,109
ENSG00000130962,445,95,133,320,78,125,84,91
ENSG00000130985,1312,78,123,1508,626,863,1011,908
ENSG00000130988,64,39,74,89,75,69,60,225
ENSG00000130997,32,73,168,52,25,28,38,123
ENSG00000131013,324,0,10,166,119,240,116,146
ENSG00000131015,8,6,5,3,0,12,8,5
ENSG00000131016,2411,291,243,1594,1435,1147,1628,2121
ENSG00000131018,8907,812,632,8022,1672,3796,1347,3690
ENSG00000131019,25,0,15,5,3,1,11,3
ENSG00000131023,564,95,222,579,321,522,250,434
ENSG00000131037,366,151,79,352,18,7,80,32
ENSG00000131042,4,151,242,41,50,51,89,50
ENSG00000131043,145,78,44,131,126,160,163,166
ENSG00000131044,2,0,0,13,0,0,0,2
ENSG00000131050,1,0,0,0,0,0,0,0
ENSG00000131051,2492,95,69,2169,2281,2157,1499,3603
ENSG00000131055,5,6,0,2,25,40,3,7
ENSG00000131059,5,140,232,20,3,5,17,4
ENSG00000131061,38,67,212,75,14,21,10,46
ENSG00000131067,171,22,84,199,128,67,153,245
ENSG00000131068,9,17,40,7,4,11,6,2
ENSG00000131069,186,78,35,278,177,162,149,364
ENSG00000131080,0,0,1,0,238,44,75,153
ENSG00000131089,172,151,316,235,93,178,110,139
ENSG00000131094,3,39,74,2,14,0,77,861
ENSG00000131095,16,185,178,28,7,13,377,2
ENSG00000131096,3,22,20,3,1,0,0,0
ENSG00000131097,29,0,30,9,20,75,18,2
ENSG00000131100,500,95,10,260,287,368,260,180
ENSG00000131115,94,162,89,147,189,111,129,274
ENSG00000131116,50,62,69,72,90,159,102,97
ENSG00000131126,0,22,10,2,0,0,3,0
ENSG00000131127,351,34,114,301,268,310,134,425
ENSG00000131142,0,6,35,0,1,1,3,1
ENSG00000131143,827,230,133,770,645,700,635,402
ENSG00000131148,83,224,207,103,56,93,98,64
ENSG00000131149,639,241,548,564,268,320,387,784
ENSG00000131152,1,0,0,0,0,0,2,3
ENSG00000131153,11,73,49,12,9,15,33,30
ENSG00000131165,276,106,148,243,195,221,226,273
ENSG00000131171,562,6,0,561,514,626,448,379
ENSG00000131174,292,6,15,304,166,205,131,126
ENSG00000131183,23,174,207,41,14,124,43,10
ENSG00000131187,10,73,143,4,1,3,13,26
ENSG00000131188,8,17,59,3,23,20,28,30
ENSG00000131196,85,235,296,158,53,181,123,59
ENSG00000131203,14,28,5,2,451,18,68,20
