gene_id,NC1_count,NC2_count,NC3_count,NC4_count,PD1_count,PD2_count,PD3_count,PD4_count
ENSG00000000003,513.2230680829654,29.381132581222513,53.803784861209785,298.8450954459961,307.8972553042651,149.91851979475965,134.47780636632646,164.777500617282
ENSG00000000419,105.1394479753297,0,0,66.50855239896056,107.64828850863405,125.60740847669051,73.8309525148459,58.565497207347214
ENSG00000000457,196.02269961502148,246.59164844954608,116.0144111069836,173.80901693595027,127.32593264462092,117.5037047040008,60.646853851480564,85.36665694630271
ENSG00000000460,45.44162581984589,76.60080994390155,70.61746763033784,56.75396471377967,63.66296632231046,43.55740777820719,60.646853851480564,73.45503039565583
ENSG00000000938,32.967454026162706,29.381132581222513,41.19352278436374,35.4712279461123,33.56774587903642,83.06296367006954,134.47780636632646,68.49185266621961
ENSG00000000971,223.64408001531996,117.52453032489005,45.39694347664575,438.9564458331397,2360.159787839837,756.6833397749017,875.4241512474586,1063.112669645235
ENSG00000001036,237.0092640799805,105.98194252512405,45.39694347664575,181.79004322382553,348.41005205482634,260.33148369765695,246.10317504948634,95.29301240517512
ENSG00000001084,132.7608283756282,235.0490606497801,203.4455615064495,140.11135038714357,275.4870179038162,283.6296320441399,238.19271585146714,209.44610018220783
ENSG00000001167,289.57898806764535,146.90566290611255,195.03872012188546,213.7141483753266,168.9962378737696,290.7203728452434,108.10960903959578,211.4313712739823
ENSG00000001460,96.229325265556,182.5827524690256,348.8839174594072,45.22581563129318,50.93037305784837,59.76481532358662,75.58883233662795,60.55076829912169
ENSG00000001461,767.1615653115159,205.6679280685576,332.0702346902791,422.1076125587363,353.0400859691762,271.4740763851053,203.91405932671725,559.8464478804038
ENSG00000001497,124.74171793683185,117.52453032489005,306.84971053658705,186.22394671708955,142.37354286625794,168.15185328331148,94.04657046533941,216.39454900341852
ENSG00000001561,421.4488041722962,47.219677362679036,49.60036416892777,184.45038531978395,252.33684833206692,245.13703912386376,102.83596957424965,161.79959397962025
ENSG00000001617,294.03404942253223,99.68598554343352,158.04861802980375,234.99688514299396,503.51618818554635,596.6351902642799,556.3689635940174,320.6212813215788
ENSG00000001626,1.7820245419547407,94.43935472535807,95.83799178402992,22.169517466320187,2.315016957174926,7.090740801103497,14.941978485147384,1.9852710917744818
ENSG00000001629,487.3837122246216,105.98194252512405,58.0072055534918,355.5990601597758,618.1095275657052,498.3777820204172,341.0286854257168,481.42823975531184
ENSG00000001630,483.8196631407121,5.246630818075449,53.803784861209785,370.6743320368735,209.50903462433078,337.3166695382092,278.62395175245416,131.0278920571158
ENSG00000001631,328.78352799064965,81.847440761977,70.61746763033784,379.5421390234016,392.3953742411499,310.97963227696766,215.34027816830056,613.4487673583149
ENSG00000002016,126.5237424787866,94.43935472535807,29.423944845974102,173.80901693595027,67.13549175807285,118.51666767558702,69.43625296039079,222.35036227874195
ENSG00000002330,143.45297562735664,23.085175599531972,16.813682769128057,59.4143068097381,197.93394983845616,150.93148276634585,163.4828234257302,155.84378070429682
ENSG00000002549,425.90386552718303,47.219677362679036,74.82088832261985,260.71352540392536,850.7687317617853,651.3351907299354,929.0394858118109,287.86430830729984
ENSG00000002587,90.88325163969178,535.1563434436957,601.9298431347845,79.81026287875267,68.29300023666032,67.86851909627633,98.44127001979453,60.55076829912169
ENSG00000002726,1168.1170872513326,241.34501763147063,190.83529942960345,157.84696436019973,833.4061045829733,2472.6426136419477,100.19914984157658,373.23096525360256
ENSG00000002745,6.2370858968415925,187.82938328710105,49.60036416892777,8.867806986528075,1.157508478587463,7.090740801103497,32.52077670296784,1.9852710917744818
ENSG00000002746,16.038220877592668,670.5194185500424,439.6778044126987,52.32006122051564,31.2527289218615,40.518518863448556,52.73639465346136,80.40347921686651
ENSG00000002822,146.12601244028875,76.60080994390155,87.43115039946589,177.3561397305615,156.2636446093075,130.67222333462158,160.84600369305713,254.11469974713367
ENSG00000002834,595.1961970128834,217.21051586832357,265.65618775222333,393.7306302018465,655.149798880504,709.0740801103497,617.0158174454979,809.9906054439886
ENSG00000002919,115.83159522705814,65.05822214413556,100.04141247631195,81.58382427605828,87.97064437264719,58.7518523520004,93.1676305544484,85.36665694630271
ENSG00000002933,253.0474849575732,288.56469499414965,522.9055341198825,350.27837596785895,1373.9625640833185,1218.5944548182151,290.9291105049285,921.1657865833596
ENSG00000003056,628.1636510390462,187.82938328710105,216.05582358329553,284.6566042675512,1115.8381733583142,382.9000032595888,741.8252847920231,612.4561318124277
ENSG00000003096,366.20604337169925,105.98194252512405,53.803784861209785,178.24292042921428,157.42115308789496,116.49074173241459,28.126077148512724,56.58022611557273
ENSG00000003137,140.77993881442453,235.0490606497801,340.4770760748432,69.16889449491897,18.520135657399408,17.220370516965634,43.06805563366011,25.808524193068262
ENSG00000003147,206.71484686674992,94.43935472535807,58.0072055534918,122.37573641408743,49.772864579260904,83.06296367006954,45.70487536633318,48.639141748474806
ENSG00000003249,44.55061354886852,305.3539136119911,132.82809387611167,39.01835074072353,9.260067828699704,24.31111131806913,28.126077148512724,89.33719912985168
ENSG00000003393,312.745307113057,146.90566290611255,62.21062624577381,281.9962621715928,217.61159397444302,272.4870393566915,211.82451852473645,386.1352273501367
ENSG00000003400,258.3935585834374,140.60970592442203,178.2250373527574,162.28086785346375,463.0033914349852,292.7462987884158,486.0537707227355,167.75540725494372
ENSG00000003402,1770.441382432035,371.46146191974174,538.8785327505542,1471.1691790650075,1383.2226319120182,1210.4907510455255,1378.1777802771235,2564.9702505726304
ENSG00000003436,1008.6258907463833,270.72615021269314,174.0216166604754,593.2562873987282,4068.6423022349322,1450.562975311458,1035.3912150296246,1069.0684829205584
ENSG00000003509,89.10122709773704,35.677089562913046,36.149417953625324,81.58382427605828,92.60067828699704,52.67407452248312,63.28367358415363,129.0426209653413
ENSG00000003756,1120.893436889532,187.82938328710105,84.90909798409669,926.6858300921838,854.2412571975476,662.4777834173839,539.6691052870879,926.1289643127958
ENSG00000003987,16.038220877592668,65.05822214413556,116.0144111069836,24.829859562278607,93.7581867655845,4.051851886344855,28.126077148512724,92.3151057675134
ENSG00000003989,203.15079778284044,153.2016198878031,174.0216166604754,471.76733168329355,2470.123093305646,651.3351907299354,348.93914462373596,212.42400681986956
ENSG00000004059,245.02837451877684,58.762265162445026,36.99010209208173,200.41243789553448,356.5126114049386,264.3833355840018,248.7399947821594,211.4313712739823
ENSG00000004139,204.93282232479518,452.25957651810364,614.5401052116305,318.3542708163579,182.88633961681916,118.51666767558702,191.60890057424294,441.7228179198222
ENSG00000004142,407.1926078366583,65.05822214413556,83.22772970718388,311.26002522713543,287.0621026896908,252.22777992496725,287.4133508613644,278.93058839431467
ENSG00000004399,793.0009211698597,228.75310366808955,353.0873381516892,659.7648397976888,1470.035767806078,2826.1666907255367,2198.228717138448,794.1084367097927
ENSG00000004455,528.3702766895807,317.94582757537216,169.81819596819338,387.52316531127684,772.0581552178378,509.52037470786553,692.6046497821259,737.52821059422
ENSG00000004468,141.6709510854019,293.8113258122251,244.63908429081323,51.433280521862834,320.62984856872725,23.298148346482918,210.94557861384544,81.39611476275375
ENSG00000004478,548.8635589220602,146.90566290611255,111.81099041470158,434.52254233987566,252.33684833206692,411.26296646400283,492.2063500989727,195.54920253978645
ENSG00000004487,451.7432213855268,364.11617877443615,257.24934636765926,344.0709110772893,339.14998422612666,408.22407754924416,238.19271585146714,234.26198882938886
ENSG00000004534,798.3469947957238,111.22857334319951,141.23493526067568,995.8547245871027,649.3622564875667,752.6314878885569,595.9212595841134,970.7975638777216
ENSG00000004660,61.47984669743855,370.41213575612664,327.8668139979971,98.43265755046163,53.2453900150233,131.68518630620778,101.0780897524676,113.16045223114546
ENSG00000004700,237.0092640799805,140.60970592442203,33.627365538256115,182.67682392247832,478.0510016566222,354.5370400551748,239.95059567324918,281.90849503197643
ENSG00000004766,242.35533770584473,52.46630818075448,66.41404693805583,181.79004322382553,232.65920419608005,235.0074094080016,171.3932826237494,198.52710917744818
ENSG00000004776,20.49328223247952,47.219677362679036,66.41404693805583,194.2049730049648,6.945050871524778,3.0388889147586413,8.789399108910226,6.948448821210686
ENSG00000004777,28.51239267127585,140.60970592442203,128.62467318382963,67.39533309761336,28.937711964686574,29.3759261760002,35.157596435640905,138.96897642421374
ENSG00000004779,116.72260749803552,0,0,103.75334174237847,138.90101743049556,135.73703819255266,148.54084494058282,66.50658157444514
ENSG00000004799,489.16573676657634,65.05822214413556,111.81099041470158,473.5408930805992,785.9482569608873,275.52592827145014,130.08310681187135,492.34723076007145
ENSG00000004809,5.346073625864222,352.57359097467014,62.21062624577381,13.301710479792112,8.10255935011224,9.116666744275925,7.910459198019204,7.941084367097927
ENSG00000004838,17.82024541954741,52.46630818075448,111.81099041470158,37.244789343417914,23.15016957174926,17.220370516965634,16.69985830692943,15.882168734195854
ENSG00000004846,17.82024541954741,176.28679548733507,66.41404693805583,7.981026287875267,9.260067828699704,11.142592687448351,33.39971661385886,9.92635545887241
ENSG00000004848,0,47.219677362679036,91.63457109174792,2.660342095958422,10.417576307287167,3.0388889147586413,5.273639465346136,0
ENSG00000004864,172.85638056960985,40.9237203809885,21.017103461410073,124.14929781139304,196.7764413598687,240.07222426593268,161.72494360394816,180.65966935147785
ENSG00000004866,107.81248478826181,347.3269601565947,153.84519733752174,136.56422759253235,116.90835633733376,125.60740847669051,118.65688797028805,197.53447363156093
ENSG00000004897,339.47567524237814,105.98194252512405,12.610262076846043,307.7129024325242,446.7982727347607,472.04074475917565,324.32882711878733,316.65073913802985
ENSG00000004939,660.2400927942315,109.12992101596933,91.63457109174792,611.8786820704371,15.047610221637019,4.051851886344855,13.18409866336534,0
ENSG00000004948,7.128098167818963,52.46630818075448,49.60036416892777,6.207464890569652,309.0547637828526,15.194444573793207,175.78798217820452,12.904262096534131
ENSG00000004961,81.0821166589407,6.295956981690538,29.423944845974102,35.4712279461123,69.45050871524778,58.7518523520004,45.70487536633318,43.6759640190386
ENSG00000004975,187.11257690524778,158.44825070587854,282.46987052135137,173.80901693595027,172.46876330953197,160.04814951062178,141.50932565345465,249.15152201769746
ENSG00000005001,42.76858900691378,35.677089562913046,70.61746763033784,66.50855239896056,2.315016957174926,5.0648148579310694,16.69985830692943,3.9705421835489636
ENSG00000005007,861.6088660351172,176.28679548733507,186.63187873732144,747.5561289643167,581.0692562509064,618.9203756391767,710.1834479999463,856.6444761006888
ENSG00000005020,399.1734973978619,65.05822214413556,36.99010209208173,319.24105151501067,502.3586797069589,462.9240780148997,312.9026082772041,391.0984050795729
ENSG00000005022,581.8310129482229,29.381132581222513,36.99010209208173,545.3701296714765,363.45766227646334,370.7444476005543,421.8911572276909,166.76277170905647
ENSG00000005059,29.40340494225322,40.9237203809885,21.017103461410073,18.622394671708957,133.11347503755823,84.07592664165574,70.31519287128181,64.52131048267066
ENSG00000005073,59.69782215548381,176.28679548733507,290.8767119059154,35.4712279461123,30.095220443274037,23.298148346482918,33.39971661385886,4.963177729436205
ENSG00000005075,58.80680988450644,76.60080994390155,4.203420692282014,28.376982356889837,62.505457843723,46.596296692965836,36.036536346531925,25.808524193068262
ENSG00000005100,114.0495706851034,235.0490606497801,149.6417766452397,140.11135038714357,135.42849199473315,116.49074173241459,129.20416690098034,129.0426209653413
ENSG00000005102,6.2370858968415925,65.05822214413556,66.41404693805583,17.73561397305615,3.472525435762389,5.0648148579310694,5.273639465346136,0.9926355458872409
ENSG00000005108,2376.329726696647,458.5555334997942,290.8767119059154,1327.5107058832527,555.6040697219822,566.2463011166935,240.8295355841402,340.47399223932365
ENSG00000005156,215.62496957652363,334.73504619321363,336.2736553825612,222.58195536185465,211.82405158150573,239.05926129434647,211.82451852473645,171.72594943849268
ENSG00000005175,97.12033753653337,0,0,90.45163126258636,119.22337329450868,107.37407498813866,80.86247180197408,123.08680769001786
ENSG00000005187,124.74171793683185,70.30485296221102,103.40414903013756,165.827990648075,90.2856613298221,100.28333418703517,41.31017581187806,104.22673231816029
ENSG00000005189,18.71125769052478,40.9237203809885,62.21062624577381,28.376982356889837,26.62269500751165,14.181481602206993,29.88395697029477,36.72751519782791
ENSG00000005194,130.08779156269608,47.219677362679036,45.39694347664575,130.35676270196268,138.90101743049556,126.62037144827673,134.47780636632646,111.17518113937098
ENSG00000005238,70.38996940721226,264.4301932310026,606.1332638270665,79.81026287875267,77.55306806536002,116.49074173241459,105.47278930692272,75.4403014874303
ENSG00000005243,36.53150311007219,6.295956981690538,58.0072055534918,41.67869283668195,38.197779793386275,26.33703726124156,43.94699554455113,25.808524193068262
ENSG00000005249,345.7127611392197,65.05822214413556,29.423944845974102,145.43203457906043,53.2453900150233,18.23333348855185,29.005017059403748,29.779066376617227
ENSG00000005302,152.36309833713034,70.30485296221102,149.6417766452397,88.67806986528075,180.5713226596442,205.63148323200141,219.73497772275564,174.7038560761544
ENSG00000005339,665.5861664200957,535.1563434436957,390.0774402437709,1112.9097768092734,584.5417816866687,975.483341637524,806.8668381979588,1261.6397788226832
ENSG00000005379,293.14303715155484,788.0439488749323,717.944254241768,544.4833489728237,164.36620395941975,167.13889031172528,142.38826556434566,270.98950402721675
ENSG00000005381,10.692147251728445,182.5827524690256,62.21062624577381,9.754587685180882,4.630033914349852,1.0129629715862138,22.85243768316659,3.9705421835489636
ENSG00000005421,8.019110438796334,58.762265162445026,45.39694347664575,4.4339034932640375,3.472525435762389,5.0648148579310694,15.820918396038408,4.963177729436205
ENSG00000005436,196.91371188599885,29.381132581222513,120.21783179926561,146.3188152777132,138.90101743049556,127.63333441986295,70.31519287128181,161.79959397962025
ENSG00000005448,36.53150311007219,99.68598554343352,186.63187873732144,77.14992078279424,186.35886505258154,116.49074173241459,149.41978485147385,158.82168734195855
ENSG00000005469,231.6631904541163,29.381132581222513,107.60756972241957,89.56485056393355,99.54572915852181,107.37407498813866,96.68339019801249,99.26355458872409
ENSG00000005471,6.2370858968415925,99.68598554343352,124.42125249154762,19.509175370361763,210.66654310291827,130.67222333462158,14.941978485147384,100.25619013461133
ENSG00000005483,1027.3371484369081,180.48410014179544,117.69577938389641,803.4233129794435,677.1424599736658,973.4574156943514,527.3639465346135,858.6297471924634
ENSG00000005486,228.99015364118418,52.46630818075448,45.39694347664575,191.5446309090064,144.68855982343285,93.19259338593167,230.28225665344792,112.16781668525822
ENSG00000005513,19.60226996150215,347.3269601565947,282.46987052135137,25.716640260931417,18.520135657399408,38.492592920276124,25.489257415839656,3.9705421835489636
ENSG00000005700,570.2478534255171,70.30485296221102,95.83799178402992,395.50419159915214,576.4392223365566,659.4388945026252,373.54946212868464,387.12786289602394
ENSG00000005801,99.79337434946548,199.37197108686703,33.627365538256115,109.96080663294812,168.9962378737696,137.76296413572507,65.04155340593567,180.65966935147785
ENSG00000005810,2329.106076334846,293.8113258122251,124.42125249154762,1651.1856608915275,2023.3248205708853,1580.2222356744935,1074.0645711088296,1094.8770071136266
ENSG00000005812,495.4028226634179,65.05822214413556,95.83799178402992,528.5212963970732,532.4539001502329,427.4703740093822,193.36678039602498,249.15152201769746
ENSG00000005844,56.13377307157433,65.05822214413556,66.41404693805583,27.49020165823703,312.527289218615,163.08703842538043,410.4649383861076,259.0778774765699
