gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,gene_label,regulation,significant_fdr,significant_fdr_lfc,neg_log10_pvalue,neg_log10_padj
ENSG00000139679,307.06132186855336,1.6073201378815525,0.7746124126385464,0.006605857141284627,0.04271508889881304,LPAR6,LPAR6,Up,TRUE,TRUE,2.180070822625023,1.3694186854446742
ENSG00000255093,8.290373445141999,-0.9620019292593252,1.869282234432398,0.006605420761972247,0.04271508889881304,ENSG00000255093,ENSG00000255093,Not significant,TRUE,FALSE,2.1800995128287775,1.3694186854446742
ENSG00000128266,97.29232892014652,-1.522793130152376,0.7201736404417534,0.006610022967537985,0.04272700259157242,GNAZ,GNAZ,Down,TRUE,TRUE,2.179797031488992,1.3692975729820045
ENSG00000226397,12.763874113328896,-2.0892279258005115,1.1847074959991133,0.006621604891682129,0.04278682851652647,LINC02909,LINC02909,Down,TRUE,TRUE,2.1790367369759096,1.3686899034860978
ENSG00000146276,28.23169461671636,-2.1301911441339554,1.2580216749711457,0.0066301175374459094,0.04281174912697692,GABRR1,GABRR1,Down,TRUE,TRUE,2.1784787724381065,1.368437028164848
ENSG00000171942,18.654529860050566,-1.9401883041348105,1.0562408342664358,0.006627920980521556,0.04281174912697692,OR10H2,OR10H2,Down,TRUE,TRUE,2.17862267797268,1.368437028164848
ENSG00000179915,198.83047828873137,-1.8171399859253121,0.9542209038130036,0.006634677835682435,0.04282615844092663,NRXN1,NRXN1,Down,TRUE,TRUE,2.178180160603959,1.3682908806053582
ENSG00000126950,15.461562106330208,-2.33523086785628,1.5144303784669262,0.006642059827300296,0.04282870975597912,TMEM35A,TMEM35A,Down,TRUE,TRUE,2.17769721688136,1.3682650088231105
ENSG00000185518,222.7724711496566,-1.8663783152594726,0.9995599223665691,0.006639970927413595,0.04282870975597912,SV2B,SV2B,Down,TRUE,TRUE,2.1778338221517854,1.3682650088231105
ENSG00000179023,355.4329188919195,-0.995302291076483,0.40946889759407223,0.00663932321491673,0.04282870975597912,KLHDC7A,KLHDC7A,Not significant,TRUE,FALSE,2.177876188554767,1.3682650088231105
ENSG00000140450,422.93732900181834,1.1900945491093218,0.508621203670739,0.006646420846689048,0.04284180840189681,ARRDC4,ARRDC4,Up,TRUE,TRUE,2.177412162965797,1.368132205384796
ENSG00000136488,25.65210435860141,-2.2726740339754365,1.4483826913044033,0.006653876195507534,0.04286667351060001,CSH1,CSH1,Down,TRUE,TRUE,2.176925284036496,1.367880216793615
ENSG00000129646,66.00638173852653,-1.3335124718884999,0.5958893515873949,0.00665727131844881,0.04286667351060001,QRICH2,QRICH2,Down,TRUE,TRUE,2.1767037429275558,1.367880216793615
ENSG00000165138,276.0632503702125,-1.1724828097982902,0.5037293177024141,0.006657171606972288,0.04286667351060001,ANKS6,ANKS6,Down,TRUE,TRUE,2.176710247765089,1.367880216793615
ENSG00000165606,62.172125093627834,-2.2317264772581904,1.4158653235893601,0.006664964703130275,0.042871179045318564,DRGX,DRGX,Down,TRUE,TRUE,2.1762021462165646,1.367834572336476
ENSG00000149571,82.49530050824796,-1.9989363758922873,1.1292774277697923,0.006664410988655908,0.042871179045318564,KIRREL3,KIRREL3,Down,TRUE,TRUE,2.1762382281976667,1.367834572336476
ENSG00000142002,378.91468704386773,1.272323365021682,0.5581788837607207,0.006662085182755709,0.042871179045318564,DPP9,DPP9,Up,TRUE,TRUE,2.1763898186330968,1.367834572336476
ENSG00000187772,56.62056079242451,-2.0471464018850294,1.176675314474076,0.0066722041967928174,0.04288774385844807,LIN28B,LIN28B,Down,TRUE,TRUE,2.1757306709759354,1.3676667995431204
ENSG00000135835,234.95831766158784,-1.2661674892724528,0.5566431711694427,0.006670995864371751,0.04288774385844807,KIAA1614,KIAA1614,Down,TRUE,TRUE,2.175809328584575,1.3676667995431204
ENSG00000144771,11.005428006735968,-2.4218840894680818,1.5709355450936962,0.006674908637997381,0.04289013621690141,LRTM1,LRTM1,Down,TRUE,TRUE,2.175554674275767,1.367642574461447
ENSG00000100312,14.676285325197972,-2.206820269970904,1.3269785403433407,0.0066794269676950044,0.04290300598515562,ACR,ACR,Down,TRUE,TRUE,2.175260794327275,1.367512278047663
ENSG00000169252,91.49488675679852,-1.356855717815832,0.6120210652444701,0.006681577441081332,0.04290300598515562,ADRB2,ADRB2,Down,TRUE,TRUE,2.1751209936499225,1.367512278047663
ENSG00000166884,17.923826893193503,-2.0278767859962055,1.1331028679954598,0.006685823471298513,0.042915285737235485,OR4D6,OR4D6,Down,TRUE,TRUE,2.1748450944579374,1.3673879915232685
ENSG00000138669,17.494711621050516,-2.101676876541358,1.2106989697220871,0.00669463750631819,0.042956868018559496,PRKG2,PRKG2,Down,TRUE,TRUE,2.174272933703175,1.366967390526423
ENSG00000134278,517.9363807212308,1.2558151768500483,0.5469522610830392,0.00670120026023231,0.042983980741427334,SPIRE1,SPIRE1,Up,TRUE,TRUE,2.173847403312514,1.366693367020921
ENSG00000025423,12.5711259178403,-2.8635451053096945,2.640147951733194,0.006710121365662579,0.04302619662292009,HSD17B6,HSD17B6,Down,TRUE,TRUE,2.173269624695258,1.3662670424529433
ENSG00000110243,48.20736120621434,-2.254623219488992,1.4573658990055227,0.006716433734464561,0.043051661337331223,APOA5,APOA5,Down,TRUE,TRUE,2.1728612657200816,1.3660100847280026
ENSG00000187766,16.85936157849135,-2.6497420691178624,2.1157078100830713,0.006733619944880848,0.04314678424611804,KRTAP10-8,KRTAP10-8,Down,TRUE,TRUE,2.1717513994565394,1.365051566952454
ENSG00000231852,61.06105684725235,-1.9778822400993354,1.11133293631449,0.0067476279567556495,0.0432214831503784,CYP21A2,CYP21A2,Down,TRUE,TRUE,2.170848871071409,1.3643003343298379
ENSG00000243627,9.6751524828993,-2.3858642606927964,1.5352904123773519,0.006756047841160745,0.04323241020355631,SMIM34,SMIM34,Down,TRUE,TRUE,2.170307283748963,1.364190551907328
ENSG00000163576,20.97360419162179,-1.9596985755912586,1.077298594727606,0.0067527137992112775,0.04323241020355631,EFHB,EFHB,Down,TRUE,TRUE,2.1705216566262164,1.364190551907328
ENSG00000234511,91.72611053481695,-1.7903262486650535,0.9339834033013767,0.006760129147487524,0.04323241020355631,C5orf58,C5orf58,Down,TRUE,TRUE,2.1700450070901067,1.364190551907328
ENSG00000166897,209.01192774349605,-1.7799028951072495,0.9265662693402762,0.006761088186265794,0.04323241020355631,ELFN2,ELFN2,Down,TRUE,TRUE,2.1699833994345608,1.364190551907328
ENSG00000164976,134.09114770022884,-1.0236157665947785,0.42358767779577533,0.006758987627122624,0.04323241020355631,MYORG,MYORG,Down,TRUE,TRUE,2.1701183485672018,1.364190551907328
ENSG00000249861,4.362454580108107,-4.417321732353794,4.267306741645888,0.006776130786725239,0.043313536728493966,LGALS16,LGALS16,Down,TRUE,TRUE,2.1690182202386064,1.363376352890855
ENSG00000205639,31.61819094589466,-2.2305354343850152,1.4195146042326254,0.0067799805150953575,0.04332308605719375,MFSD2B,MFSD2B,Down,TRUE,TRUE,2.1687715542448434,1.3632806146073522
ENSG00000136697,29.122958864422774,-2.3235541739660155,1.544738384374804,0.0067979208875710555,0.04339249049719949,IL1F10,IL1F10,Down,TRUE,TRUE,2.1676238939293735,1.362585422971709
ENSG00000185130,22.532887267244657,1.6245305380457218,0.7921933507369381,0.006794732210988729,0.04339249049719949,H2BC13,H2BC13,Up,TRUE,TRUE,2.167827654690373,1.362585422971709
ENSG00000073417,357.50757342618004,1.2255112572942672,0.5307536951327999,0.006797831029482201,0.04339249049719949,PDE8A,PDE8A,Up,TRUE,TRUE,2.167629634674333,1.362585422971709
ENSG00000187701,38.76116893335319,-2.258669800531126,1.467459746716736,0.006806675515444051,0.043433297268916066,OR2T27,OR2T27,Down,TRUE,TRUE,2.1670649523792473,1.3621771996191403
ENSG00000129749,48.78074830396222,-1.9703237610373499,1.1032055554212696,0.0068124225700105755,0.04345489110735154,CHRNA10,CHRNA10,Down,TRUE,TRUE,2.1666984208779794,1.3619613340281096
ENSG00000174721,53.627811718661285,-1.967128153058446,1.100596408110882,0.006817695141741206,0.043473444402434384,FGFBP3,FGFBP3,Down,TRUE,TRUE,2.166362422470527,1.361775949279841
ENSG00000248405,21.75564525552855,-2.415338910767137,1.7007489652969765,0.006820519939415069,0.04347638186684337,PRR5-ARHGAP8,PRR5-ARHGAP8,Down,TRUE,TRUE,2.1661825171013134,1.361746605354986
ENSG00000269559,50.64817536368547,-2.412752217461539,1.7859696213422827,0.0068381885783535944,0.043552490064011844,ENSG00000269559,ENSG00000269559,Down,TRUE,TRUE,2.1650589267320104,1.3609870096541405
ENSG00000050628,579.686604139457,-1.7374823620811253,0.8945905931975622,0.006839005409864538,0.043552490064011844,PTGER3,PTGER3,Down,TRUE,TRUE,2.1650070527264837,1.3609870096541405
ENSG00000107819,229.0395818218939,1.0696397826729376,0.4465071509304509,0.006839564508149332,0.043552490064011844,SFXN3,SFXN3,Up,TRUE,TRUE,2.1649715499946165,1.3609870096541405
ENSG00000198092,18.849654582140904,-2.435807767302807,1.724132009991426,0.006843641858809986,0.04355795392549498,TMPRSS11F,TMPRSS11F,Down,TRUE,TRUE,2.1647127260176,1.3609325288184002
ENSG00000140067,41.81716081048104,-2.2803863840275156,1.506732586184442,0.0068451596979162855,0.04355795392549498,FAM181A,FAM181A,Down,TRUE,TRUE,2.16461641529993,1.3609325288184002
ENSG00000115109,372.46286259229254,-1.232192045691728,0.5394196205977131,0.00685459629745157,0.04360291453135052,EPB41L5,EPB41L5,Down,TRUE,TRUE,2.164018117964466,1.3604844803970464
ENSG00000127311,90.82927950891371,1.3435910824401076,0.6028204288915906,0.006869775904619769,0.04366926335498014,HELB,HELB,Up,TRUE,TRUE,2.1630574296033904,1.359824134013296
ENSG00000189337,438.597954691814,-1.2336485791789613,0.5409377770499039,0.006869410335224308,0.04366926335498014,KAZN,KAZN,Down,TRUE,TRUE,2.1630805408369773,1.359824134013296
ENSG00000171195,41.066699934056174,-2.0484277077668938,1.1886639307582774,0.0068790420279534045,0.04371305559573708,MUC7,MUC7,Down,TRUE,TRUE,2.16247203719199,1.3593888347369314
ENSG00000204099,80.30992989146789,-2.238892587593344,1.4574932616020577,0.0068958597121859784,0.04380478760176171,NEU4,NEU4,Down,TRUE,TRUE,2.161411582282421,1.3584784211077987
ENSG00000171484,20.765382049665245,-2.0924994457338015,1.223974334287038,0.006912631160866009,0.04389220191901299,ENSG00000171484,ENSG00000171484,Down,TRUE,TRUE,2.160356615267724,1.357612631565829
ENSG00000148156,66.7628481913892,-2.0478842992676083,1.1999844564711877,0.006914394179411671,0.04389220191901299,ACTL7B,ACTL7B,Down,TRUE,TRUE,2.1602458656001446,1.357612631565829
ENSG00000129535,51.29476978266805,-1.8084615201116672,0.9521397877549652,0.006917744766251218,0.04389831823718423,NRL,NRL,Down,TRUE,TRUE,2.160035465544198,1.3575521174412766
ENSG00000251692,13.137477238655094,-2.595428712434636,2.0018532744013093,0.006925220744190877,0.043930600029551646,PTX4,PTX4,Down,TRUE,TRUE,2.15956637873195,1.35723286484887
ENSG00000198250,41.290053502206035,-2.3325483380417027,1.6104428510553181,0.00693737185709546,0.043978073250752335,ENSG00000198250,ENSG00000198250,Down,TRUE,TRUE,2.158805025818142,1.3567638016895591
ENSG00000167535,104.64174557886865,-1.5262654546719132,0.7304869392584794,0.006937487248528142,0.043978073250752335,CACNB3,CACNB3,Down,TRUE,TRUE,2.1587978021249725,1.3567638016895591
ENSG00000165462,23.742660712615056,-2.348963872813749,1.5847537026340797,0.006955409943211366,0.04407649512600173,PHOX2A,PHOX2A,Down,TRUE,TRUE,2.1576772681409677,1.3557929470046075
ENSG00000182070,27.786773193218025,-2.2203887157375246,1.4027195060037991,0.006974310028345434,0.0441263505544326,OR52A1,OR52A1,Down,TRUE,TRUE,2.156498750879319,1.355301989154001
ENSG00000189375,62.18967379259675,-2.145279305155285,1.3219337108883233,0.006972741933153526,0.0441263505544326,TBC1D28,TBC1D28,Down,TRUE,TRUE,2.1565964080894156,1.355301989154001
ENSG00000042813,17.79238475840923,-2.0630810324084528,1.1871366665661351,0.006978210818409241,0.0441263505544326,ZPBP,ZPBP,Down,TRUE,TRUE,2.1562559142388986,1.355301989154001
ENSG00000002746,172.93332833956092,-1.8743676832056877,1.0231038947501967,0.006977642370567072,0.0441263505544326,HECW1,HECW1,Down,TRUE,TRUE,2.156291293481987,1.355301989154001
ENSG00000177606,2328.6665365418457,1.5351966990524228,0.7283062490093757,0.006980073614075282,0.0441263505544326,JUN,JUN,Up,TRUE,TRUE,2.1561399971450195,1.355301989154001
ENSG00000124635,52.909119243056246,1.3973680749121888,0.6399723077091467,0.0069787915411181015,0.0441263505544326,H2BC11,H2BC11,Up,TRUE,TRUE,2.1562197740045383,1.355301989154001
ENSG00000162804,340.13627940673115,-1.1503613047017271,0.4941400101692455,0.00697609827164877,0.0441263505544326,SNED1,SNED1,Down,TRUE,TRUE,2.1563874101663463,1.355301989154001
ENSG00000206384,128.23679486876068,-1.9611962857824756,1.1115682123164565,0.006989180716220456,0.04415356694307599,COL6A6,COL6A6,Down,TRUE,TRUE,2.155573730016566,1.355034206217299
ENSG00000111906,149.84622508236347,-1.0494916208482108,0.4395958779683798,0.006987853432798816,0.04415356694307599,HDDC2,HDDC2,Down,TRUE,TRUE,2.1556562127323593,1.355034206217299
ENSG00000204472,72.21373643215597,1.2259270480296132,0.5351041746478759,0.006995675910076697,0.044179423072221995,AIF1,AIF1,Up,TRUE,TRUE,2.1551703183651116,1.3547799597680337
ENSG00000121871,93.36472007569824,-1.9405347121920031,1.088979851041053,0.0070013558934521845,0.044200114960722854,SLITRK3,SLITRK3,Down,TRUE,TRUE,2.1548178456970053,1.354576601086595
ENSG00000168928,16.526371887877477,-2.2995667237318447,1.4902820182096694,0.0070062713336511194,0.044215967682170246,CTRB2,CTRB2,Down,TRUE,TRUE,2.1545130476598304,1.3544208658557244
ENSG00000160882,52.310394774892025,-2.238106665645409,1.4603784033537595,0.007010053390216848,0.04422465929539891,CYP11B1,CYP11B1,Down,TRUE,TRUE,2.154278674331734,1.3543355041886898
ENSG00000101638,66.09041618010255,-1.7323740837643533,0.89265669601483,0.007021876286043128,0.044284055178440716,ST8SIA5,ST8SIA5,Down,TRUE,TRUE,2.153546826360571,1.3537526167684308
ENSG00000198814,89.15967814935762,1.4298107932659019,0.6625284193225939,0.007029435850552031,0.04431653249628106,GK,GK,Up,TRUE,TRUE,2.1530795280133925,1.353434227897048
ENSG00000198674,36.120816821481334,-2.1389002579831744,1.308191358272694,0.007036991398672356,0.044348962241804187,OR10G6,OR10G6,Down,TRUE,TRUE,2.1526129798112312,1.3531165381305865
ENSG00000269360,37.27266070822931,-2.1743433148411384,1.3552000471122005,0.007041941587780652,0.04436495573802199,ENSG00000269360,ENSG00000269360,Down,TRUE,TRUE,2.152307581681306,1.352959947431243
ENSG00000204694,33.70697888563941,-2.0974788299453078,1.252214987352777,0.007045036093111713,0.044369251285042606,OR11A1,OR11A1,Down,TRUE,TRUE,2.1521167775724956,1.3529178997828366
ENSG00000147010,158.51771544306249,1.297394459987732,0.578045950797054,0.007048506524633297,0.04437591064293268,SH3KBP1,SH3KBP1,Up,TRUE,TRUE,2.151902893905204,1.352852721640676
ENSG00000176034,31.389899228723763,2.3835638975570173,1.6614802008724225,0.0070557566586890415,0.04440635350899776,ENSG00000176034,ENSG00000176034,Up,TRUE,TRUE,2.1514564057122545,1.3525548880724552
ENSG00000162068,23.124121083399583,-2.3249449538185956,1.5738381185106916,0.007063451429059615,0.04443067156278693,NTN3,NTN3,Down,TRUE,TRUE,2.15098303686302,1.3523171224150274
ENSG00000091181,18.675926380271633,-2.1569074085248037,1.3150169982380768,0.007067105481954216,0.04443067156278693,IL5RA,IL5RA,Down,TRUE,TRUE,2.150758426459612,1.3523171224150274
ENSG00000196778,37.05242796271513,-2.080053401276174,1.2383316991160243,0.007069284665182957,0.04443067156278693,OR52K1,OR52K1,Down,TRUE,TRUE,2.150624529863813,1.3523171224150274
ENSG00000124596,140.9593924270455,-0.9726616195527632,0.4008774287674749,0.007067616456690191,0.04443067156278693,OARD1,OARD1,Not significant,TRUE,FALSE,2.1507270266896996,1.3523171224150274
ENSG00000149043,95.01879390043948,-1.9828073346651915,1.1389268651107038,0.007074249612269794,0.04444668615293526,SYT8,SYT8,Down,TRUE,TRUE,2.1503196203314388,1.3521606135271533
ENSG00000112218,70.63241869948563,-1.8757940252279075,1.0256940648109385,0.007091517797246817,0.04453996321426535,GPR63,GPR63,Down,TRUE,TRUE,2.149260802839114,1.3512501459873907
ENSG00000144681,97.00210182077147,-1.861624274018801,1.0141950064195804,0.0070997336142859,0.044576340446131,STAC,STAC,Down,TRUE,TRUE,2.1487579459310706,1.350895588374592
ENSG00000184602,196.65406973110416,-0.9906039014902673,0.4109640286129884,0.007109318327665747,0.04462128465726044,SNN,SNN,Not significant,TRUE,FALSE,2.1481720393160697,1.3504579304321016
ENSG00000001626,30.070236981607902,-2.129334722682545,1.2949187818260126,0.007114287563117717,0.04462201510427517,CFTR,CFTR,Down,TRUE,TRUE,2.147868584391848,1.350450821122861
ENSG00000188467,38.96017542305282,-2.0862032355768356,1.251430835103144,0.007112825632094105,0.04462201510427517,SLC24A5,SLC24A5,Down,TRUE,TRUE,2.14795783771682,1.350450821122861
ENSG00000154589,18.502672651548263,2.2468885922622515,1.4186795004530162,0.007118362200331997,0.044629063158891945,LY96,LY96,Up,TRUE,TRUE,2.1476199177646667,1.3503822296549672
ENSG00000149926,42.458724084628166,-2.0221506155920053,1.1758886433622497,0.007120264888971667,0.044629063158891945,TLCD3B,TLCD3B,Down,TRUE,TRUE,2.1475038493857808,1.3503822296549672
ENSG00000149654,57.98091464193888,-2.2403452923542027,1.481412203215937,0.007133052654849606,0.04469398239273739,CDH22,CDH22,Down,TRUE,TRUE,2.1467245700875144,1.3497509464330701
ENSG00000170893,26.467532882356984,-2.0020270215600866,1.149184346930547,0.00714018894789794,0.04472345870294384,TRH,TRH,Down,TRUE,TRUE,2.1462902955146257,1.3494646175205813
ENSG00000181449,48.20523241210604,-2.217214181035452,1.4370185724351379,0.007144696455518056,0.04473645482362174,SOX2,SOX2,Down,TRUE,TRUE,2.1460162176069297,1.3493384348916524
ENSG00000170190,127.81923078251384,-1.8209480737241877,0.9791262262573405,0.007151849561306023,0.04475180008706388,SLC16A5,SLC16A5,Down,TRUE,TRUE,2.145581629472459,1.3491894910261533
